ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA
489,36173C,,,,,,,,,,,,"IB225, D7056 ",,F00M145350,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,"REGULADOR DE ALTERNADOR BOSCH GOLF, JETTA A4, TRANSPORTER, MERCEDES BENZ, JOHN DEERE IB225",194.87
490,36175C,,,,,,,,,,,,IB501,,9190041002,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,"REGULADOR DE ALTERNADOR BOSCH NISSAN TSURU III 93-98 , PICK UP D21 IB501",87.92
491,36177C,,,,,,,,,,,,IB387,35-9109,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,"REGULADOR DE ALTERNADOR BOSCH VW GOLF, JETTA 120A IB387",84.75
492,36178C,,,,,,,,,,,,IB385,35-9108,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,"REGULADOR DE ALTERNADOR BOSCH VW GOLF, JETTA 90A IB385",87.47
493,36179C,,,,,,,,,,,,D101,,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,"REGULADOR DE ALTERNADOR DELCO 10SI, 12SI, 15SI, 17SI, 27SI 12V D101",32.15
494,36180C,,,,,,,,,,,,D104HD,35-106,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,,RENARD,CIOSA,"REGULADOR DE ALTERNADOR DELCO 10SI, 20SI, 21SI, 22SI, 23SI, 33SI, 34SI 24V C/TORNILLO DH104HD",64.27
495,36181C,,,,,,,,,,,,D27,35-103,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,,RENARD,CIOSA,"REGULADOR DE ALTERNADOR DELCO 10SI, 20SI, 27SI, 29SI, 30SI, 40SI 12V C/TORNILLO",39.6
496,36186C,,,,,,,,,,,,DE701,35-152,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO CS130D CHEVY/MONZA 105A DE701,91.55
497,36187C,,,,,,,,,,,,D702,35-132,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO CS130D LINEA CHEVROLET D702,92.45
498,36188C,,,,,,,,,,,,F784,35-202,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 2G NEGRO F784,75.55
499,36189C,,,,,,,,,,,,F794HD,35-204,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,"REGULADOR DE ALTERNADOR FORD 3G ESCORT, EXPLORER, RANGER F794B",94.25
500,36191C,,,,,,,,,,,,F795 ,35-207,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G BLANCO F795,132.02
501,36193C,,,,,,,,,,,,F794,35-204,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G GRIS 90A F794,74.7
502,36195C,,,,,,,,,,,,F798,35-210,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 4G GRIS F798,170.4
503,36196C,,,,,,,,,,,,F796,35-208,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 4G NEGRO F796,165
504,36200C,,,,,,,,,,,,IH210,35-8100,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN 5 PUNTAS IH210,44.31
505,36201C,,,,,,,,,,,,IH738,,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,"REGULADOR DE ALTERNADOR HITACHI NISSAN FRONTIER, SENTRA, ALTIMA, PATHFINDER IH738",187.61
506,36206C,,,,,,,,,,,,IH782,35-8129,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN PATHFINDER 3.3L. XTERRA IH782,161.8
507,36207C,,,,,,,,,,,,IH248,35-8116,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA 2.0L PATHFINDER 3.0L IH248,166.78
508,36208C,,,,,,,,,,,,IH762,35-8123,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA 2.4L PATHFINDER 3.0L IH762,100.6
509,36209C,,,,,,,,,,,,IH242,35-8104,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA IH242,138.97
510,36210C,,,,,,,,,,,,IH761,35-8120,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN TSURU IH761,100.6
511,36351C,,,,,,,,,,,,IB391,35-9112,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,"REGULADOR DE ALTERNADOR BOSCH CHEVY LUV, MERCURY IB391",123.71
512,10583C,,,,,,,,,,,,,,,,,,9005,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9005 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,62.53
513,10585C,,,,,,,,,,,,,,,,,,9006,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9006 VOLTAGE 12V WATAGE 80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,62.53
514,10591C,,,,,,,,,,,,,,,,,,H3,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H3 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,39.2
515,10593C,,,,,,,,,,,,,,,,,,H4,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H4 P43T VOLTAGE 12V WATAGE 100/80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,96.67
516,10595C,,,,,,,,,,,,,,,,,,H7,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H7 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,69.38
517,10581C,,,,,,,,,,,,,,,,,,9004,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9004 VOLTAGE 12V WATAGE 100/80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,104.46
518,10587C,,,,,,,,,,,,,,,,,,9007,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9007 VOLTAGE 12V WATAGE 100/80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,68.26
519,02909C,,,,,,,,,,,,61-210-1,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"ARMADURA DE MARCHA FORD ( PMGR ) MOTORCRAFT IMANES COUGAR , THUNDERBIRD 12V 11 ASTRIAS WAI 61-210",283.81
520,08828C,,,,,,,,,,,,61-8114,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,"ARMADURA DE MARCHA HITACHI MAXIMA 95-02 V6 , SENTRA 1.4 LTs. 89-99 12V 8 ASTRIAS WAI 61-8114",278.76
521,08832C,,,,,,,,,,,,61-211,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"ARMADURA DE MARCHA FORD ( PMGR ) CAMIONETAS FORD F350 , F450 MOTOR TRITON A GASOLINA , EXPLORER , RANGER 98-02 12V 11 ASTRIAS WAI 61-211",284.32
522,02633C,,,,,,,,,,,,61-140-1,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"ARMADURA DE MARCHA DELCO PMGR PG260M SUBURBAN 96 , KODIAK A GASOLINA , CHEVROLET 8 CILINDROS 12 ASTRIAS WAI 61-140",268.66
523,08819C,,,,,,,,,,,,,,1 004 011 097 -F 000 AL1 395,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,ARMADURA DE MARCHA BOSCH TSURU. TSUBAME. STD Y AUTOMATICO 1 004,258.56
524,39960C,,,,,,,,,,,,,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,"ARMADURA HITACHI NISSAN TIIDA, SENTRA, VERSA 07-->",287.82
525,08827C,,,,,,,,,,,,61-8115,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,ARMADURA DE MARCHA HITACHI PMGR NISSA PICK-UP 2.4 SENTRA 90-01 12V 10 ASTRIAS WAI 61-8115,378.41
526,40017C,,,,,,,,,,,,61-149,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"ARMADURA DELCO CHEVROLET CAVALIER, PONTIAC, NISSAN SENTRA",320.44
527,08821C,,,,,,,,,,,,61-9125,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,CHRYSLER,TOTALPARTS,CIOSA,"ARMADURA DE MARCHA BOSCH 011 085 CHRYSLER SPIRIT 2.5 L, SHADOW 2.5 L, NEW YORKER 3.0 L MARCHA BOSCH 9 007 046 008 12V 11 ASTRIAS WAI 61-9125",303.63
528,08820C,,,,,,,,,,,,61-9129,,,,,,,,,,,,ARMADURA,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,"ARMADURA DE MARCHA BOSCH VW GOLF, JETTA, STD (87-92) MARCHA 6 004 AA0 019 , VW GOLF, JETTA, DERBY (93-Ã¢â‚¬Â¦) STANDARD. y AUTOMATICO 1.8 L y 2.0 L MARCHA 0 001 107 020 , VW POINTER 1.8, y 2.0 LTS. STD. (98-Ã¢â‚¬Â¦) MARCHA 9 000 081 006 12V 11 ASTRIAS WAI 61",253.51
529,39441C,,,,,,,,,,,,,1.01.0653.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS BOSCH FORD, CHEVROLET, DODGE T/103 9 DTS",98.38
530,39443C,,,,,,,,,,,,,1.01.0065.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VW SEDAN 9 DTS. (065),100.62
531,39445C,,,,,,,,,,,,,1.01.0676.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH CHEVROLET 180 9 DTS.(676),111.42
532,39446C,,,,,,,,,,,,,1.01.0799.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS BOSCH VW GOLF, JETTA A3 9 DTS.(799)",110.09
533,39447C,,,,,,,,,,,,,1.01.0701.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN TSURU 9 DTS. TIPO 189,117.24
534,39450C,,,,,,,,,,,,,1.01.0532.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,DODGE,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS BOSCH DODGE CARAVAN, DAKOTA 9 DTS(532",115.23
535,39457C,,,,,,,,,,,,,1.01.0998.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN D21 2.4L 9 DTS.(998),109.01
536,39458C,,,,,,,,,,,,,1.01.0976.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH CHEVY 9 DTS.(976),109.99
537,39465C,,,,,,,,,,,,,1.01.0139.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS BOSCH FORD, CHEVROLET, DODGE T/178 9 DTS",106.59
538,39466C,,,,,,,,,,,,,1.01.0702.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS BOSCH VOLKSWAGEN GOLF, JETTA A2 STD. 9 DTS.(702)",113.85
539,39468C,,,,,,,,,,,,,1.01.0673.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN SEDAN 11 DTS.(673),121.59
540,39473C,,,,,,,,,,,,,1.01.0852.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,DODGE,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH DODGE NEON 95-96 2.0L 8 DTS.(852),119.9
541,39477C,,,,,,,,,,,,,1.01.1467.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS BOSCH NISSAN SENTRA, TSURU 8 DTS(1467)",114.82
542,39478C,,,,,,,,,,,,,1.01.1478.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN TSURU 8 DTS. TIPO 615,109.99
543,39485C,,,,,,,,,,,,,1.01.1223.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VOLKSWAGEN POINTER 04 EN ADELANTE 9 DTS.(1223,121.17
544,39492C,,,,,,,,,,,,,1.01.0406.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VW SEDAN 1600I 94--> 9 DTS,118.21
545,39499C,,,,,,,,,,,,,1.01.0020.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET 5MT 9 DTS.(020),89.45
546,39500C,,,,,,,,,,,,,1.01.0433.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET 5MT 9 DTS.(433),96.89
547,39501C,,,,,,,,,,,,,1.01.0612.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS DELCO CHEVROLET CAVALIER, BLAZER 9 DTS.(610)",101.75
548,39505C,,,,,,,,,,,,,1.01.0756.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS DELCO CHEVROLET CAVALIER, BLAZER 11 DTS.(756)",86.86
549,39523C,,,,,,,,,,,,,1.01.1082.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS DELCO FORD TRITON, LOBO 12 DTS(1082)",95.93
550,39526C,,,,,,,,,,,,,1.01.1482.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO NISSAN SENTRA 2003 9 DTS.(1032),88.67
551,39527C,,,,,,,,,,,,,1.01.1614.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS DELCO FORD TRITON, LOBO 10 DTS(1614)",88.67
552,39532C,,,,,,,,,,,,,1.01.0522.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET 5MT 10 DTS.(522),101.75
553,39537C,,,,,,,,,,,,,1.01.0053.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS FORD PLATINO 4"" 1/2 9 DTS.(053)",91.67
554,39539C,,,,,,,,,,,,,1.01.0455.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS FORD PLATINO 4"" 1/2 10 DTS.(455)",93.37
555,39540C,,,,,,,,,,,,,1.01.1224.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS FORD PICKUPS, WINDSTAR 10 DTS.(620)",92.12
556,39542C,,,,,,,,,,,,,1.01.1226.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS FORD AUTOS 12 DTS. (622),93.37
557,39545C,,,,,,,,,,,,,1.01.1585.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS FORD RANGER, ESCAPE, FOCUS 11 DTS.(1585)",113.85
558,39554C,,,,,,,,,,,,,1.01.0499.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS HITACHI NISSAN USA 8 DTS.(499),92.06
559,39561C,,,,,,,,,,,,,1.01.0351.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS HITACHI NISSAN 9 DTS.(351),109.48
560,39580C,,,,,,,,,,,,,1.01.0450.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,MAZDA,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS MITSUBISHI MAZDA 8 DTS. (450),92.06
561,39615C,,,,,,,,,,,,,1.01.1617.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS PRESTOLITE FORD RANGER 11 DTS.(1617),96.89
562,39624C,,,,,,,,,,,,,1.01.1064.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS VALEO NISSAN PLATINA, CLIO 8 DTS.(1064)",92.06
563,39625C,,,,,,,,,,,,,1.01.1533.0,,,,,,,,,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS VALEO FORD FIESTA, KA, ECOSPORT 9DTS(153",93.01
564,11829C,,,,,,,,,,,,,66-100,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA DELCO 5MT, 10MT BOTELLA CORTO 12V",188.8
565,11830C,,,,,,,,,,,,,67-702,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,SOLENOIDE CORRIENTE CONTINUA 12V,145.41
566,11831C,,,,,,,,,,,,,66-101,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA DELCO 5MT, 10MT ( ZM551 ) 12V",180.66
567,11832C,,,,,,,,,,,,,", 66-9162",9 330 041 001,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA BOSCH CHEVROLET AUTOS 6 CIL. (70-81) CAMIONES 6 CIL. (70-87) #9000043020, GM CAMION V8 CON A/C (70..) CAMION SIN A/C (83..) AUTOS CON A/C (70-84) SIN A/C (83-84) CAMIONES 6 CIL. (88-..) #9000043024 12V SNLS246",213.24
568,11833C,,,,,,,,,,,,,66-205,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA FORD PMGR TOPAZ, GHIA CON TERMINAL",184.86
569,11834C,,,,,,,,,,,,,66-9126,0 331 303 013,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA BOSCH VW CARIBE, ATLANTIC, JETTA A2",205.92
570,11837C,,,,,,,,,,,,,66-8105,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI 1211/1212 2 POSICIONES 12V,232.72
571,11838C,,,,,,,,,,,,,66-131,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA DELCO PG200, PG250 12V",174.5
572,11841C,,,,,,,,,,,,,66-8146,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA HITACHI DATSUN, NISSAN TSURU I,II STANDARD S/ARNES1219 12V",206.85
573,11842C,,,,,,,,,,,,,66-9132,0 331 303 320,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHRYSLER,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA BOSCH CHRYSLER CODIGO K 020/022 12V,205.91
574,11845C,,,,,,,,,,,,,66-121,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA DELCO PG200, PG250 PRESION 12V",177.18
575,11846C,,,,,,,,,,,,,66-132,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA DELCO PG260F1, PG260F2, PG260M IMANES 3 TERM. 12V",189.34
576,11847C,,,,,,,,,,,,,66-208,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA FORD, LINCOLN, MERCURY PMGR",204.23
577,11848C,,,,,,,,,,,,,66-207,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA FORD. MAZDA, MERCURY PMGR CON TRONILLO",183.69
578,11850C,,,,,,,,,,,,,66-133,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA DELCO PMGR ( PG260F1 , PG260M ) IMANES CHEVROLET PICK UP MODERNAS 4 TERMINALES SNLS-172",210.84
579,11852C,,,,,,,,,,,,,66-8109,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI CON ARNES ( ZM719 ) 12V,223.25
580,11853C,,,,,,,,,,,,,66-8123,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI DATSUN PICK-UP D21 2.4 12V ZM713,215.77
581,37406C,,,,,,,,,,,,,66-8136,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA HITACHI NISSAN TSURU III, D21, SENTRA 1.6(C/ARNES)",223.25
582,37419C,,,,,,,,,,,,,66-8504,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,HONDA,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA MITSUBA HONDA ACCORD 95-07, ODISSEY 00-06, CIVIC 96",227.93
583,37422C,,,,,,,,,,,,,66-9173,2 339 303 222,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA BOSCH VW GOLF, JETTA A4, BETTLE STD. Y AUT. DIESEL Y",223.25
584,38646C,,,,,,,,,,,,,66-202,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,SOLENOIDE DE FORD PASO MODERNO  (PLANO)  66-202,75.55
585,38676C,,,,,,,,,,,,,,,SNLS260,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,"SOLENOIDE DE MARCHA BOSCH VW GOLF, JETTA A3",238.35
586,38737C,,,,,,,,,,,,,66-200,,,,,,,,,,,SOLENOIDE,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,SOLENOIDE DE PUERQUITO SW-3 12V,73.37
587,08669C,,,,,,,,,,,,,39-112,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO AD244 SILVERADO WAI 39-112,25.52
