ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA
387,36833C,5043,2715FDBEC162,E2157,,269E,,P2157K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,"VAN'S 97-03, EXPLORER 99-03, RANGER 99-02 GD MARQUIS 97-01 KA 01-03 FIESTA 00-03",194.86
388,36837C,7132,82207707132,E2226,,265-E/268-E,,P2226MK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,"FOCUS 00-04, COURIER,FIESTA IKON,MONDEO, ESCAPE 01-04,WINDSTAR 98-03,MUSTANG 98-04",252.59
389,36838C,10865,82207710865,E2314/E2386,,268E,,P2284K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,"PICK UP LOBO 04-08 EXPLORER 04-09, ESCAPE 05-07 FREESTAR 04-05 FOCUS 02-04",225.23
390,36829C,5050,2715FDBEC480,E2000,,2000E,,P37K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,RANGER 85-88 SERIES F 85-89 SERIES E VAN 86-91 BOMBA EXTERNA,616.1
391,36831C,5046,2715FDBEC165,E2044,,264E,,P39FK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,"COUGAR, THUNDERBIRD 89-97 Y  [SC] 85-88, WINDSTAR 95-97 MARQUIS 1992",279.77
392,36830C,10359,82207710359,E2059-PK,,8505E,,P46K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,"PICK UP F150-450 90-96,VAN E150-350 90-96, EXPLORER 4.0L 95-96 REP. PARA BOTE ",288.57
393,36836C,5048,2715FDBEC182,E2059MN,,8505E,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,"BRONCO, F150-450, E150-350 89-96 P74107",568.79
394,36839C,13458,82207713458,E2064M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,SERIES F 6 Y 8 CIL 90-97 TANQUE TRASERO DE ACERO,538.33
395,37261C,BECFD018,,1S6U-9H307-AD,,,,0 580 453 407,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,"ECOSPORT 2.0L  04-09 , FIESTA, IKON 2.0L 03-09",257.96
396,37264C,,,E2000 ROJA,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,RANGER 85-88 SERIES F 85-89 SERIES E VAN 86-91 EXTERNA/ROJA,600.95
397,36841C,6723,2715GMBEC190,E3902,,126E,,P08K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"ASTRO, BLAZER, C1500-3500 L4, V6, V8  SISTEMA TBI 85-99; P74167",295.29
398,36840C,6725,2715GMBEC375,E3270,,247E,,P240AP,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"PICK UPS  96-97, ASTRO,SAFARI,S10 4.3L  93-95  KODIAK 01-07 VORTEC SIST. DELPHI",317.27
399,36843C,5054,2715GMBEC171,E3240,,240E,,P240KC,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"CENTURY, CAMARO V6 84-92, CAVALIER, CUTLASS,CELEBRITY V6 85-89 S10 2.2L 94-95",272.7
400,36842C,6728,2715GMBEC563,E3500-PK,,243E,,P86K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"SILVERADO V6,V8 98-03 SUBURBAN,YUKON  5.3L,6.0L 02-03 VORTEC SIST. DELPHI ",475.71
401,36845C,7398,82207707398,E248-PK,,242E,,P988K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"CAVALIER 95-01, SUNFIRE, MALIBU,  97-01 PICK UP,SUBUBURBAN 97-02 RETORNO SIST. C/REGUL",329.43
402,37260C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"AVALANCHE, ESCALADE, YUKON 8 CIL 04-09  SIST. BOSCH",398.95
403,36849C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"ASTRA, CHEVY 00-05 CORSA 02-05 MONZA 01-03",276.5
404,37262C,13847,82207713847,E3609PK,,,,P87K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA," SILVERADO 1500, SIERRA 6 CIL Y 8 CIL 5.3L 04-07 SIST. DELPHI",866.29
405,36844C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,"SILVERADO, YUKON AVLANCHE 5.3L,6.0L.6.2L 04-07 SIST. DELPHI CON. OVALADO",498.67
406,36850C,,,E3910,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,SATURN 4 CIL 1.9L 91-96,660.99
407,36846C,10363,82207710363,E8229,,232E,,P05HK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,HONDA,INJEKTION,CIOSA,ACCORD 95-01 CIVIC 92-00  PASSPORT 94-97 CR-V 97-99,234.91
408,36847C,10074,82207710074,E8229,,282E,,P05NK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,NISSAN,INJEKTION,CIOSA,"SENTRA, MAXIMA 95-00 TSURU, TSUBAME 95-10 ALTIMA 96-00 FRONTIER 98-04 ",214.12
409,36848C,6731,2715NSBEC178,E8272,,280E,,P21K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,NISSAN,INJEKTION,CIOSA,TSURU 1.6L 93-97 ALTIMA 2.4 93-96 MAXIMA 3.0L 91-94,349.46
410,37263C,BECNS010,,E8032,,,,9 580 810 008,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,NISSAN,INJEKTION,CIOSA, PICK UP D21 2.4L 88-95 D21 3.0L  6CIL 90-92/95-96,467.36
411,37259C,,,#N/A,,,,23220-OP010,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,TOYOTA,INJEKTION,CIOSA,"HILUX 2.7L 97-05, YARIS 1.5L 06-10",264.67
412,36851C,5062,2715UNBEC185,E8016,,320E,,P12K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,UNIVERSAL,INJEKTION,CIOSA,"TIPO FILTRO 4,6,8 CIL VEHICULOS CARBURADOS",253.51
413,36853C,6735,2715VWBEC173,E8443,,956E,,0 580 453 979,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,VW/AUDI/SEAT,INJEKTION,CIOSA,"JETTA A2 1.8L 85-92 PASSAT 90-93 EXTERNA 2"" DIAMETRO",517.36
414,36854C,6737,2715VWBEC175,,,,,P23M,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,VW/AUDI/SEAT,INJEKTION,CIOSA,SEDAN 1.6L 93-03,616.1
415,39005C,8264,,,,IC49,,,,UF126,C940,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA," STRATUS. NEON 2.0 L 95-96 CARAVAN, VOYAGUER 2.4L 96-97",385.73
416,39006C,2945,,,,IC33,,,,UF33,C872,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,"SHADOW,SPIRIT, LEBARON  V6 3.0 L 90-95 CARAVAN, VOYAGUER 3.0L 90-00",131.48
417,39007C,14240,,,,IC27,,,,UF305,C1138,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,"VOYAGUER, CARAVAN, TOWN & COUNTRY 01-09  PACIFICA 05-08 JEEP WRANGLER 3.8L 07-09",599.95
418,39008C,8252,,,,IC43,,,,UF198,C1176,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,DAKOTA DURANGO PICK UP RAM CHARGER 98-03 JEEP CHEROKEE 98-00 WRANGLER 98-02,143.97
419,39009C,11624,,,,IC31,,,,UF53,C881,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,"CONCORDE. INTREPID. LHS  3.3L, 3.5L 93-97 VOYAGUER,CARAVAN 3.3L 90-98",548.99
420,39010C,14231,,,,IC50,,,,UF189,C1136,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,NEON 95-02 SRATUS 96-05 CARAVAN 97-03 VOYAGUER 00-03 PT CRUISER 01-03,391.78
421,39011C,2947,,,,IC41,,,,UF97,C932,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,"SHADOW, SPIRIT, VOYAGER, CARAVAN 91-95 JEEP WRANGLER, CHEROKEE 91-97",132.55
422,39012C,11751,,,,IC71,,,,UF270,C1231,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,"LIBERTY 3.7L 02-08 GRAND CHEROKEE 4.7L 99-08 DAKOTA,DURANGO 04-08 RAM 02-08",247.01
423,39013C,BOBFD011,,,,IC65,,,,FD508,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,"EXPEDITION, EXPLORER, PICK UP LOBO, MUSTANG, NAVIGATOR 08-10",156.53
424,39014C,8266,,,,IC35,,,,FD480,C925,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,EXPLORER 91-09 AEROSTAR 90-97 RANGER 90-09 MUSTANG 05-09 MAZDA PICK UP 94-09,519.78
425,39015C,8268,,,,IC38,,,,FD488,C901,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,WINDSTAR 95-00 PICK UPS 6 CIL 98-00 CONTOUR 95-00 RANGER 99-00 MUSTANG V6 94-00,541.73
426,39016C,11768,,,,IC26,,,,FD498,C1312,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,WINDSTAR 01-03 FREESTAR 04-07 PICK UPS 6CIL 01-08 VANS 01-03 RANGER 01-08,482.16
427,39017C,12673,,,,IC46,,,,FD502,C1458,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,"ESCAPE 01-08 FIVE HUNDRED, FREE STYLE 05-07 SABLE,TAURUS 00-04",168.55
428,39018C,5242,,,,IC32,,,,FD487,C924,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,CONTOUR MYSTIQUE 95-99 ESCORT 91-03 RANGER 88-01 MARQUIS 91-97 ESCORT ZX2 98-03,321.61
429,39019C,8270,,,,IC39,,,,FD503,C1139,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,PICK UPS SERIES F VANS 97-09 MUSTANG 99-04 EXPLORER 02-06 EXPEDITION 97-04,153.79
430,39020C,10318,,,,IC25,,,,FD497,C1344,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,CONTOUR MYSTIQUE 99-00 FOCUS 2.0L 00-04 ESCAPE 01-04 MOTOR ZETEC,271.68
431,39021C,13481,,,,IC20,,,,DR49,C1098,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,"CHEYENNE, PICK UPS 96-07 S10 BLAZER 96-05 SUBURBAN, TAHOE 96-00 ASTRO 96-05 SIN MODULO",151.67
432,39022C,2937,,,,IC19,,,,DR32,C833,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,PICK UP 78-84 CADILLAC 80-93 MALIBU 78-83 BLAZER SUBURBAN TAHOE 78-81,149.17
433,39023C,11433,,,,IC68,,,,UF303,C1395,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,"TRAILBLAZER, ENVOY 02-05 COLORADO, CANYON 04-06",466.74
434,39024C,8902,,,,IC40,,,,DR44,C961,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,"CHEVY, MONZA 94-99 SUMBIRD 92-93 CUADRADA",568.37
435,39025C,2942,,,,IC34,,,,DR41,C852,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,"CAVALIER, SUNFIRE 95-02 MALIBU 97-99 GRAND AM 88-01",148.56
436,39026C,11767,1104039,,,IC45,,,,,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,TORNADO 03-07 LUV 96 TRACKER 98,328.29
437,39027C,5276,,,,IC42,,,,UF336,C1149,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CHEVY MONZA 00-09 ISUZU RODEO 98-03 AMIGO 98-00 4 PINES,456.31
438,39028C,2940,,,,IC29,,,,DR37,C846,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,ASTRO CAMARO SAFARI S15 JIMMY S15 PICKUP SUBURBAN PICK UPS TAHOE YUKON 85-95,147.89
439,39029C,2941,,,,IC30,,,,DR39,C849,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CAVALIER 87-02 CENTURY 86-05 MALIBU 97-03 VENTURE 97-05 S10 S15 PICK UP 94-03,158.57
440,39030C,34596,,,,IC95,,,,UF89,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,HONDA,INJEKTION,CIOSA,ACCORD 90-02 CIVIC 92-00 CR-V 97-01 ACURA EL 97-01 ACURA INTEGRA 92-01  ,166.08
441,39031C,11625,,,,IC115,,,,UF118,C1035,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA 91-95 ALTIMA 93-96 240SX 91-94 PULSAR 91-93,168.86
442,39032C,BOBNS014,,,,,,,,UF591,C1564,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,"SENTRA, TIDA 2.5L  07-09 XTRAIL 2.5L 08-09",338.31
443,39033C,11787,,,,IC126,,,,UF349,C1406,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,"FRONTIER, XTERRA 05-09 ALTIMA 02-06 MAXIMA 02-08 ARMADA 05-06 MURANO 03-07 PATHFINDER 03-09",365.96
444,39034C,2943,,,,IC113,,,,UF66,C857,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,"PATHFINDER 87-89, MAXIMA 87-88 PICK UP D21 86-89 ",169.15
445,39035C,2948,,,,IC114,,,,UF38,C933,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,"TSURU III PICK UP D21 90-96 VILLAGER 93-98 PATHFINDER 90-95 MAXIMA, SENTRA 89-94",153.79
446,39036C,34593,,,,IC124,,,,UF326,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA 1.8L 00-01 ,360.92
447,39037C,12960,,,,IC123,,,,UF350,C1398,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,"SENTRA , ALTIMA 2.0L  02-06 X-TRAIL  2.5L 02-07",352.06
448,39038C,9449,22433-F4302 / CM1T-227,,,IC116,,,,,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,TSURU III 97-06 16 VALVULAS CM1T-227 TSUBAME 95-05 SENTRA 96-00,119.9
449,39039C,9920,7700875000,,,IC117,,,,,C1419,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,PLATINA 02-08 RENAULT CLIO MEGANE SCENIC 02-08 KANGOO 04-09,191.21
450,39040C,8260,377905105D,,,IC54,,,,,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA," POINTER, POINTER PICK UP 1.8L 98-06",159.92
451,39041C,11575,,,,IC52,,,,UF277,C1319,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA," JETTA A4 2.0L  SEAT  CORDOBA, TOLEDO 2.0 L  TORRES DISPAREJAS",550.54
452,39042C,2934,,,,IC37,,,,UF96,C1078,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA," JETTA A3, SEDAN C/CABLE Y MODULO TIPO PRESTOLITE TRN-104B 92-95",299.88
453,39043C,8539,,,,IC36,,,,UF364,C1076,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA,SEDAN 96-03 JETTA GOLF 1.8L 96-99 DERBY 95-06 EUROVAN 02-03 PASSAT 95-96,274.72
454,39044C,11626,,,,IC53,,,,UF411,C1394,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA,"JETTA A4, BEETLE 1.8L 01-05 GOLF 00-05 PASSAT 02-06 SEAT 1.8L AUDI A4 01-06  TT 01-06",304.47
455,37343C,4904,,,,,,,,AC10,AC300,8466,,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,"SPIRIT, SHADOW 89-95 LEBARON 86-95 STRATUS 95-97 CARAVAN 88-97 DAKOTA 89-96",115.17
456,37344C,4905,,,,,,,,AC68,AC305,8420,,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,"DAKOTA, RAM CHARGER, RAM PICK UP 92-03 DURANGO 98-03 GRAND CHEROKEE 93-98 ",115.56
457,37345C,13578,,,,,,,,AC163,AC314,8463,,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,"VOYAGER, CARAVAN 98-02 STRATUS 98-00 ",139.82
458,37346C,11302,,,,,,,,AC176,AC327,8432 [USA],,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,"DAKOTA 99-02 JEEP CHEROKEE 98-01 WRANGLER, GRAND CHEROKEE 98-04",165.09
459,37342C,4929,,,,,,,,AC160,AC138,8454,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,"CAVALIER, SUNFIRE 96-02 PICK UP S10, S15 98-03 MALIBU 97-99",139.93
460,37347C,4927,,,,,,,,AC64,AC132,8449,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,CAVALIER  2.2L Y 2.4L 93-97 PICK UP S-10 Y S-15 94-97 SUNFIRE 95-97 ISUZU HOMBRE 96-97,114.58
461,37348C,13573,,,,,,,,AC147,AC142,8456,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,"PICK UPS SILVERADO , VAN EXPRESS 96-07 ASTRO,SAFARI 96-04 SUBURBAN,YUKON 96-00",134.17
462,37349C,4924,,,,,,,,AC5,AC107,8442,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA," CAVALIER, CUTLASS 87-94 CAMARO 87-95 MALIBU 97-03 VENTURE 97-05 GRAND AM 94-05",113.9
463,37350C,4925,,,,,,,,AC15,AC106,8441,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA," CHEVY 1.6L 97-2001  PICKUP S-10 Y S-15 87-93 ASTRO, GRAND AM 87-93 ",114.78
464,37351C,4930,,,,,,,,AC121,AC144,8448,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA," CHEVY 94-01 BLAZER, JIMMY, PICKUP S-10, ASTRO 1992  ",115.9
465,37352C,4923,,,,,,,,AC1,AC102,8437,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,"PICK UPS, VANS TBI 85-96 CAMARO, ASTRO 85-92 ",127.32
466,39265C,39264,,,,,,,,,,,,,,,,,,,,,,,SENSOR MAF,SENSORES,NISSAN,INJEKTION,CIOSA,SENSOR MAF NISSAN SENTRA 03-06 1.8L CON RESISTENCIA TERMICA,572.52
467,39266C,11932,,,,,,,,,,,,,,,,,,,,,,,SENSOR MAF,SENSORES,NISSAN,INJEKTION,CIOSA,SENSOR MAF NISSAN SENTRA 1.8L 02-03 SIN RESISTENCIA,566.61
468,39969C,11525,50102602Y,,,,,,,,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,NISSAN,INJEKTION,CIOSA,INYECTOR NISSAN PLATINA RENAULT CLIO 1.6 01-05,466
469,39968C,12245,50100802Y,,,,,,,,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,VW/AUDI/SEAT,INJEKTION,CIOSA,"INYECTOR VW POINTER, PICK UP 1.6, 1.8L 98-",395.4
470,36089C,,,,,,,,,,,,IBR852,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR BOSCH VW GOLF, JETTA, BEETLE 70/90A (112mm) IBR852",252.42
471,36091C,,,,,,,,,,,,IBR594,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR BOSCH VW SEDAN 1600I 55A (88MM) IB,196.67
472,36102C,,,,,,,,,,,,FR1070,31-200,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 1G HERRADURA ALAMBRE FR1070,94.67
473,36103C,,,,,,,,,,,,FR192,31-203-3,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 2G 75A FR192 RENARD,132.37
474,36104C,,,,,,,,,,,,FR202,31-208,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 3G 115/130A (144mm) FR202,260.58
475,36105C,,,,,,,,,,,,FR201,31-207-1,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 3G 75/95A (133mm) FR201,262.32
476,36120C,,,,,,,,,,,,IHR738,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR HITACHI NISSAN FRONTIER, X-TERRA (114mm) IHR738",208.46
477,36132C,,,,,,,,,,,,IHR710,31-8107,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR HITACHI NISSAN, SUBARU (111mm) IHR710",138.97
478,36159C,,,,,,,,,,,,INR403P, 31-8208,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER, DODGE, JEEP, TOYOTA 117A (103mm) INR403P",230.2
479,36160C,,,,,,,,,,,,INR728P,31-8207,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER, DODGE, PLYMOUTH (113mm) INR728",265.08
480,36161C,,,,,,,,,,,,INR727P,31-8204,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER, DODGE, TOYOTA 90A (100mm) INR727",260.04
481,36164C,,,,,,,,,,,,INR421,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR NIPPONDENSO DODGE, JEEP, CHRYSLER, LEXUS, (117mm) INR421",293.18
482,36167C,,,,,,,,,,,,INR422,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,TOYOTA,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO TOYOTA (117mm) 130A INR422,302.71
483,36332C,,,,,,,,,,,,DR4000,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO CS130 Y CS121 LINEA CHEVROLET DR4000,132.89
484,36333C,,,,,,,,,,,,DR4200,31-133,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,"PORTA DIODOS DE ALTERNADOR DELCO CS130D CHEVROLET, HONDA, ACURA DR4200",144.03
485,36334C,,,,,,,,,,,,DR5040,31-101,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO PEINE 10SI DR5040,81.64
486,36336C,,,,,,,,,,,,DR5173,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR DELCO PEINE 21SI, 22SI, 23SI, 33SI,",154.62
487,36346C,,,,,,,,,,,,IMR6540,31-8317,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,"PORTA DIODOS DE ALTERNADOR MITSUBISHI CLARK, SUBARU (65mm) IZQ. IMR6540",210.4
488,36172C,,,,,,,,,,,,"IB370, ",35-9102,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,"REGULADOR DE ALTERNADOR BOSCH FORD, CHEVROLET, NISSAN, VW, VOLVO IB370",54.83
