ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA,PRECIO DE COMPRA,,,,A                    0%,B                    10%,C                   15%,D                    17.55%,E                    18.4%,F                    19.25%,G                    23.5%,PRECIO PROMOCION,PRECIO PROMOCION,CONDICION DE COMPRA
381,36828C,8548,82207708548,E7040-PK,,,,P41K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJEKTION,CIOSA, SHADOW%%% SPIRIT%%% LEBARON L4 2.2L 2.5L 91-95 CARAVAN 3.0L%%% 3.3L%%% 3.8L V6 91-95,235.33,192.9706,169.814128,152.8327152,152.8327152,305.6654304,275.0988874,259.8156158,252.0211474,249.4229912,246.824835,233.8340543,,,
382,36826C,10355,82207710355,E7047-PK,,220-E,,P42K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJEKTION,CIOSA,RAM PICK UP 3.9L%%% 5.2L%%% 5.9L 91-97 CON MODULO CARTER ,485.11,397.7902,350.055376,315.0498384,315.0498384,630.0996768,567.0897091,535.5847253,519.5171835,514.1613363,508.805489,482.0262528,,,
383,36827C,8246,82207708246,E7138PKM,,229-E,,P44K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJEKTION,CIOSA,RAM PICK UP 3.9L%%% 5.2L%%% 5.9L 94-04 DAKOTA 2.5L 3.9L 91-02 DAKOTA 8 CIL 96-04 DURANGO 98-01 ,338.72,277.7504,244.420352,219.9783168,219.9783168,439.9566336,395.9609702,373.9631386,362.7442444,359.004613,355.2649816,336.5668247,,,
384,36834C,5042,2715FDBEC161,E2471,,267-E,,P05K/ST-09,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,PICK UP'S 96-00%%% VAN'S 97-03%%% EXPLORER 95-01%%% RANGER 98-01 GD MARQUIS 92-03,237.17,194.4794,171.141872,154.0276848,154.0276848,308.0553696,277.2498326,261.8470642,253.9916522,251.3731816,248.754711,235.6623577,,,
385,36835C,10360,82207710360,E2008,,313E,,P06K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA, F150-350 87-89%%% E150-350 L6%%% V8 87-91 BOMBA INTERNA,252.5,207.05,182.204,163.9836,163.9836,327.9672,295.17048,278.77212,270.4089564,267.6212352,264.833514,250.894908,,,
386,36832C,5047,2715FDBEC166,E2002,,263E,,P13K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA, ESCORT 87-90%%% AEROSTAR 86-89%%% RANGER 89-97 MAZDA SERIES B 94-97,278.76,228.5832,201.153216,181.0378944,181.0378944,362.0757888,325.8682099,307.7644205,298.5314879,295.4538437,292.3761995,276.9879784,,,
387,36833C,5043,2715FDBEC162,E2157,,269E,,P2157K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,VAN'S 97-03%%% EXPLORER 99-03%%% RANGER 99-02 GD MARQUIS 97-01 KA 01-03 FIESTA 00-03,194.86,159.7852,140.610976,126.5498784,126.5498784,253.0997568,227.7897811,215.1347933,208.6807495,206.5294015,204.3780536,193.621314,,,
388,36837C,7132,82207707132,E2226,,265-E/268-E,,P2226MK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,FOCUS 00-04%%% COURIER%%%FIESTA IKON%%%MONDEO%%% ESCAPE 01-04%%%WINDSTAR 98-03%%%MUSTANG 98-04,252.59,207.1238,182.268944,164.0420496,164.0420496,328.0840992,295.2756893,278.8714843,270.5053398,267.7166249,264.9279101,250.9843359,,,
389,36838C,10865,82207710865,E2314/E2386,,268E,,P2284K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,PICK UP LOBO 04-08 EXPLORER 04-09%%% ESCAPE 05-07 FREESTAR 04-05 FOCUS 02-04,225.23,184.6886,162.525968,146.2733712,146.2733712,292.5467424,263.2920682,248.664731,241.2047891,238.7181418,236.2314945,223.7982579,,,
390,36829C,5050,2715FDBEC480,E2000,,2000E,,P37K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,RANGER 85-88 SERIES F 85-89 SERIES E VAN 86-91 BOMBA EXTERNA,616.1,505.202,444.57776,400.119984,400.119984,800.239968,720.2159712,680.2039728,659.7978536,652.9958139,646.1937742,612.1835755,,,
391,36831C,5046,2715FDBEC165,E2044,,264E,,P39FK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,COUGAR%%% THUNDERBIRD 89-97 Y  [SC] 85-88%%% WINDSTAR 95-97 MARQUIS 1992,279.77,229.4114,201.882032,181.6938288,181.6938288,363.3876576,327.0488918,308.879509,299.6131237,296.5243286,293.4355335,277.9915581,,,
392,36830C,10359,82207710359,E2059-PK,,8505E,,P46K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,PICK UP F150-450 90-96%%%VAN E150-350 90-96%%% EXPLORER 4.0L 95-96 REP. PARA BOTE ,288.57,236.6274,208.232112,187.4089008,187.4089008,374.8178016,337.3360214,318.5951314,309.0372774,305.8513261,302.6653748,286.7356182,,,
393,36836C,5048,2715FDBEC182,E2059MN,,8505E,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,BRONCO%%% F150-450%%% E150-350 89-96 P74107,568.79,466.4078,410.438864,369.3949776,369.3949776,738.7899552,664.9109597,627.9714619,609.1323181,602.8526034,596.5728888,565.1743157,,,
394,36839C,13458,82207713458,E2064M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,SERIES F 6 Y 8 CIL 90-97 TANQUE TRASERO DE ACERO,538.33,441.4306,388.458928,349.6130352,349.6130352,699.2260704,629.3034634,594.3421598,576.511895,570.5684734,564.6250518,534.9079439,,,
395,37261C,BECFD018,,1S6U-9H307-AD,,,,0 580 453 407,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,ECOSPORT 2.0L  04-09 %%% FIESTA%%% IKON 2.0L 03-09,257.96,211.5272,186.143936,167.5295424,167.5295424,335.0590848,301.5531763,284.8002221,276.2562154,273.4082132,270.560211,256.3201999,,,
396,37264C,,,E2000 ROJA,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJEKTION,CIOSA,RANGER 85-88 SERIES F 85-89 SERIES E VAN 86-91 EXTERNA/ROJA,600.95,492.779,433.64552,390.280968,390.280968,780.561936,702.5057424,663.4776456,643.5733162,636.9385398,630.3037633,597.129881,,,
397,36841C,6723,2715GMBEC190,E3902,,126E,,P08K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,ASTRO%%% BLAZER%%% C1500-3500 L4%%% V6%%% V8  SISTEMA TBI 85-99; P74167,295.29,242.1378,213.081264,191.7731376,191.7731376,383.5462752,345.1916477,326.0143339,316.2339039,312.9737606,309.7136172,293.4129005,,,
398,36840C,6725,2715GMBEC375,E3270,,247E,,P240AP,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,PICK UPS  96-97%%% ASTRO%%%SAFARI%%%S10 4.3L  93-95  KODIAK 01-07 VORTEC SIST. DELPHI,317.27,260.1614,228.942032,206.0478288,206.0478288,412.0956576,370.8860918,350.281309,339.7728697,336.2700566,332.7672435,315.2531781,,,
399,36843C,5054,2715GMBEC171,E3240,,240E,,P240KC,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,CENTURY%%% CAMARO V6 84-92%%% CAVALIER%%% CUTLASS%%%CELEBRITY V6 85-89 S10 2.2L 94-95,272.7,223.614,196.78032,177.102288,177.102288,354.204576,318.7841184,301.0738896,292.0416729,289.030934,286.0201951,270.9665006,,,
400,36842C,6728,2715GMBEC563,E3500-PK,,243E,,P86K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,SILVERADO V6%%%V8 98-03 SUBURBAN%%%YUKON  5.3L%%%6.0L 02-03 VORTEC SIST. DELPHI ,475.71,390.0822,343.272336,308.9451024,308.9451024,617.8902048,556.1011843,525.2066741,509.4504739,504.1984071,498.9463404,472.6860067,,,
401,36845C,7398,82207707398,E248-PK,,242E,,P988K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,CAVALIER 95-01%%% SUNFIRE%%% MALIBU%%%  97-01 PICK UP%%%SUBUBURBAN 97-02 RETORNO SIST. C/REGUL,329.43,270.1326,237.716688,213.9450192,213.9450192,427.8900384,385.1010346,363.7065326,352.7953367,349.1582713,345.521206,327.3358794,,,
402,37260C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,AVALANCHE%%% ESCALADE%%% YUKON 8 CIL 04-09  SIST. BOSCH,398.95,327.139,287.88232,259.094088,259.094088,518.188176,466.3693584,440.4599496,427.2461511,422.8415516,418.4369521,396.4139546,,,
403,36849C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,ASTRA%%% CHEVY 00-05 CORSA 02-05 MONZA 01-03,276.5,226.73,199.5224,179.57016,179.57016,359.14032,323.226288,305.269272,296.1111938,293.0585011,290.0058084,274.7423448,,,
404,37262C,13847,82207713847,E3609PK,,,,P87K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA, SILVERADO 1500%%% SIERRA 6 CIL Y 8 CIL 5.3L 04-07 SIST. DELPHI,866.29,710.3578,625.114864,562.6033776,562.6033776,1125.206755,1012.68608,956.4257419,927.7329697,918.1687122,908.6044548,860.7831677,,,
405,36844C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,SILVERADO%%% YUKON AVLANCHE 5.3L%%%6.0L.6.2L 04-07 SIST. DELPHI CON. OVALADO,498.67,408.9094,359.840272,323.8562448,323.8562448,647.7124896,582.9412406,550.5556162,534.0389477,528.5333915,523.0278354,495.5000545,,,
406,36850C,,,E3910,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJEKTION,CIOSA,SATURN 4 CIL 1.9L 91-96,660.99,542.0118,476.970384,429.2733456,429.2733456,858.5466912,772.6920221,729.7646875,707.8717469,700.5741,693.2764531,656.7882188,,,
407,36846C,10363,82207710363,E8229,,232E,,P05HK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,HONDA,INJEKTION,CIOSA,ACCORD 95-01 CIVIC 92-00  PASSPORT 94-97 CR-V 97-99,234.91,192.6262,169.511056,152.5599504,152.5599504,305.1199008,274.6079107,259.3519157,251.5713582,248.9778391,246.3843199,233.4167241,,,
408,36847C,10074,82207710074,E8229,,282E,,P05NK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,NISSAN,INJEKTION,CIOSA,SENTRA%%% MAXIMA 95-00 TSURU%%% TSUBAME 95-10 ALTIMA 96-00 FRONTIER 98-04 ,214.12,175.5784,154.508992,139.0580928,139.0580928,278.1161856,250.304567,236.3987578,229.306795,226.9428074,224.5788199,212.758882,,,
409,36848C,6731,2715NSBEC178,E8272,,280E,,P21K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,NISSAN,INJEKTION,CIOSA,TSURU 1.6L 93-97 ALTIMA 2.4 93-96 MAXIMA 3.0L 91-94,349.46,286.5572,252.170336,226.9533024,226.9533024,453.9066048,408.5159443,385.8206141,374.2459957,370.3877895,366.5295834,347.2385527,,,
410,37263C,BECNS010,,E8032,,,,9 580 810 008,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,NISSAN,INJEKTION,CIOSA, PICK UP D21 2.4L 88-95 D21 3.0L  6CIL 90-92/95-96,467.36,383.2352,337.246976,303.5222784,303.5222784,607.0445568,546.3401011,515.9878733,500.5082371,495.3483583,490.1884796,464.389086,,,
411,37259C,,,#N/A,,,,23220-OP010,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,TOYOTA,INJEKTION,CIOSA,HILUX 2.7L 97-05%%% YARIS 1.5L 06-10,264.67,217.0294,190.985872,171.8872848,171.8872848,343.7745696,309.3971126,292.2083842,283.4421326,280.5200488,277.597965,262.9875457,,,
412,36851C,5062,2715UNBEC185,E8016,,320E,,P12K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,UNIVERSAL,INJEKTION,CIOSA,TIPO FILTRO 4%%%6%%%8 CIL VEHICULOS CARBURADOS,253.51,207.8782,182.932816,164.6395344,164.6395344,329.2790688,296.3511619,279.8872085,271.4905922,268.6917201,265.8928481,251.8984876,,,
413,36853C,6735,2715VWBEC173,E8443,,956E,,0 580 453 979,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,VW/AUDI/SEAT,INJEKTION,CIOSA,"JETTA A2 1.8L 85-92 PASSAT 90-93 EXTERNA 2"" DIAMETRO",517.36,424.2352,373.326976,335.9942784,335.9942784,671.9885568,604.7897011,571.1902733,554.0545651,548.3426623,542.6307596,514.071246,,,
414,36854C,6737,2715VWBEC175,,,,,P23M,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,VW/AUDI/SEAT,INJEKTION,CIOSA,SEDAN 1.6L 93-03,616.1,505.202,444.57776,400.119984,400.119984,800.239968,720.2159712,680.2039728,659.7978536,652.9958139,646.1937742,612.1835755,,,
415,39005C,8264,,,,IC49,,,,UF126,C940,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA, STRATUS. NEON 2.0 L 95-96 CARAVAN%%% VOYAGUER 2.4L 96-97,385.73,316.2986,278.342768,250.5084912,250.5084912,501.0169824,450.9152842,425.864435,413.088502,408.8298576,404.5712133,383.2779915,,,
416,39006C,2945,,,,IC33,,,,UF33,C872,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,SHADOW%%%SPIRIT%%% LEBARON  V6 3.0 L 90-95 CARAVAN%%% VOYAGUER 3.0L 90-00,131.48,107.8136,94.875968,85.3883712,85.3883712,170.7767424,153.6990682,145.160231,140.8054241,139.3538218,137.9022195,130.6442079,,,
417,39007C,14240,,,,IC27,,,,UF305,C1138,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,VOYAGUER%%% CARAVAN%%% TOWN & COUNTRY 01-09  PACIFICA 05-08 JEEP WRANGLER 3.8L 07-09,599.95,491.959,432.92392,389.631528,389.631528,779.263056,701.3367504,662.3735976,642.5023897,635.8786537,629.2549177,596.1362378,,,
418,39008C,8252,,,,IC43,,,,UF198,C1176,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,DAKOTA DURANGO PICK UP RAM CHARGER 98-03 JEEP CHEROKEE 98-00 WRANGLER 98-02,143.97,118.0554,103.888752,93.4998768,93.4998768,186.9997536,168.2997782,158.9497906,154.1812968,152.5917989,151.002301,143.0548115,,,
419,39009C,11624,,,,IC31,,,,UF53,C881,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,CONCORDE. INTREPID. LHS  3.3L%%% 3.5L 93-97 VOYAGUER%%%CARAVAN 3.3L 90-98,548.99,450.1718,396.151184,356.5360656,356.5360656,713.0721312,641.7649181,606.1113115,587.9279722,581.8668591,575.8057459,545.5001804,,,
420,39010C,14231,,,,IC50,,,,UF189,C1136,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,NEON 95-02 SRATUS 96-05 CARAVAN 97-03 VOYAGUER 00-03 PT CRUISER 01-03,391.78,321.2596,282.708448,254.4376032,254.4376032,508.8752064,457.9876858,432.5439254,419.5676077,415.2421684,410.9167292,389.2895329,,,
421,39011C,2947,,,,IC41,,,,UF97,C932,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,SHADOW%%% SPIRIT%%% VOYAGER%%% CARAVAN 91-95 JEEP WRANGLER%%% CHEROKEE 91-97,132.55,108.691,95.64808,86.083272,86.083272,172.166544,154.9498896,146.3415624,141.9513155,140.4878999,139.0244843,131.7074062,,,
422,39012C,11751,,,,IC71,,,,UF270,C1231,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,LIBERTY 3.7L 02-08 GRAND CHEROKEE 4.7L 99-08 DAKOTA%%%DURANGO 04-08 RAM 02-08,247.01,202.5482,178.242416,160.4181744,160.4181744,320.8363488,288.7527139,272.7108965,264.5295696,261.8024606,259.0753517,245.4398068,,,
423,39013C,BOBFD011,,,,IC65,,,,FD508,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,EXPEDITION%%% EXPLORER%%% PICK UP LOBO%%% MUSTANG%%% NAVIGATOR 08-10,156.53,128.3546,112.952048,101.6568432,101.6568432,203.3136864,182.9823178,172.8166334,167.6321344,165.9039681,164.1758018,155.5349701,,,
424,39014C,8266,,,,IC35,,,,FD480,C925,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,EXPLORER 91-09 AEROSTAR 90-97 RANGER 90-09 MUSTANG 05-09 MAZDA PICK UP 94-09,519.78,426.2196,375.073248,337.5659232,337.5659232,675.1318464,607.6186618,573.8620694,556.6462074,550.9075867,545.168966,516.4758625,,,
425,39015C,8268,,,,IC38,,,,FD488,C901,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,WINDSTAR 95-00 PICK UPS 6 CIL 98-00 CONTOUR 95-00 RANGER 99-00 MUSTANG V6 94-00,541.73,444.2186,390.912368,351.8211312,351.8211312,703.6422624,633.2780362,598.095923,580.1530453,574.1720861,568.1911269,538.2863307,,,
426,39016C,11768,,,,IC26,,,,FD498,C1312,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,WINDSTAR 01-03 FREESTAR 04-07 PICK UPS 6CIL 01-08 VANS 01-03 RANGER 01-08,482.16,395.3712,347.926656,313.1339904,313.1339904,626.2679808,563.6411827,532.3277837,516.3579502,511.0346723,505.7113945,479.0950053,,,
427,39017C,12673,,,,IC46,,,,FD502,C1458,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,ESCAPE 01-08 FIVE HUNDRED%%% FREE STYLE 05-07 SABLE%%%TAURUS 00-04,168.55,138.211,121.62568,109.463112,109.463112,218.926224,197.0336016,186.0872904,180.5046717,178.6437988,176.7829259,167.4785614,,,
428,39018C,5242,,,,IC32,,,,FD487,C924,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,CONTOUR MYSTIQUE 95-99 ESCORT 91-03 RANGER 88-01 MARQUIS 91-97 ESCORT ZX2 98-03,321.61,263.7202,232.073776,208.8663984,208.8663984,417.7327968,375.9595171,355.0728773,344.420691,340.8699622,337.3192334,319.5655896,,,
429,39019C,8270,,,,IC39,,,,FD503,C1139,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,PICK UPS SERIES F VANS 97-09 MUSTANG 99-04 EXPLORER 02-06 EXPEDITION 97-04,153.79,126.1078,110.974864,99.8773776,99.8773776,199.7547552,179.7792797,169.7915419,164.6977957,162.9998802,161.3019648,152.8123877,,,
430,39020C,10318,,,,IC25,,,,FD497,C1344,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,CONTOUR MYSTIQUE 99-00 FOCUS 2.0L 00-04 ESCAPE 01-04 MOTOR ZETEC,271.68,222.7776,196.044288,176.4398592,176.4398592,352.8797184,317.5917466,299.9477606,290.9493278,287.9498502,284.9503726,269.9529846,,,
431,39021C,13481,,,,IC20,,,,DR49,C1098,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CHEYENNE%%% PICK UPS 96-07 S10 BLAZER 96-05 SUBURBAN%%% TAHOE 96-00 ASTRO 96-05 SIN MODULO,151.67,124.3694,109.445072,98.5005648,98.5005648,197.0011296,177.3010166,167.4509602,162.4274314,160.7529218,159.0784122,150.7058641,,,
432,39022C,2937,,,,IC19,,,,DR32,C833,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,PICK UP 78-84 CADILLAC 80-93 MALIBU 78-83 BLAZER SUBURBAN TAHOE 78-81,149.17,122.3194,107.641072,96.8769648,96.8769648,193.7539296,174.3785366,164.6908402,159.750115,158.1032066,156.4562982,148.2217561,,,
433,39023C,11433,,,,IC68,,,,UF303,C1395,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,TRAILBLAZER%%% ENVOY 02-05 COLORADO%%% CANYON 04-06,466.74,382.7268,336.799584,303.1196256,303.1196256,606.2392512,545.6153261,515.3033635,499.8442626,494.691229,489.5381953,463.7730272,,,
434,39024C,8902,,,,IC40,,,,DR44,C961,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CHEVY%%% MONZA 94-99 SUMBIRD 92-93 CUADRADA,568.37,466.0634,410.135792,369.1222128,369.1222128,738.2444256,664.419983,627.5077618,608.6825289,602.4074513,596.1323737,564.7569856,,,
435,39025C,2942,,,,IC34,,,,DR41,C852,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CAVALIER%%% SUNFIRE 95-02 MALIBU 97-99 GRAND AM 88-01,148.56,121.8192,107.200896,96.4808064,96.4808064,192.9616128,173.6654515,164.0173709,159.0968498,157.456676,155.8165023,147.6156338,,,
436,39026C,11767,1104039,,,IC45,,,,,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,TORNADO 03-07 LUV 96 TRACKER 98,328.29,269.1978,236.894064,213.2046576,213.2046576,426.4093152,383.7683837,362.4479179,351.5744804,347.9500012,344.325522,326.2031261,,,
437,39027C,5276,,,,IC42,,,,UF336,C1149,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CHEVY MONZA 00-09 ISUZU RODEO 98-03 AMIGO 98-00 4 PINES,456.31,374.1742,329.273296,296.3459664,296.3459664,592.6919328,533.4227395,503.7881429,488.6744986,483.6366172,478.5987357,453.4093286,,,
438,39028C,2940,,,,IC29,,,,DR37,C846,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,ASTRO CAMARO SAFARI S15 JIMMY S15 PICKUP SUBURBAN PICK UPS TAHOE YUKON 85-95,147.89,121.2698,106.717424,96.0456816,96.0456816,192.0913632,172.8822269,163.2776587,158.379329,156.7465524,155.1137758,146.9498928,,,
439,39029C,2941,,,,IC30,,,,DR39,C849,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CAVALIER 87-02 CENTURY 86-05 MALIBU 97-03 VENTURE 97-05 S10 S15 PICK UP 94-03,158.57,130.0274,114.424112,102.9817008,102.9817008,205.9634016,185.3670614,175.0688914,169.8168246,168.0661357,166.3154468,157.5620022,,,
440,39030C,34596,,,,IC95,,,,UF89,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,HONDA,INJEKTION,CIOSA,ACCORD 90-02 CIVIC 92-00 CR-V 97-01 ACURA EL 97-01 ACURA INTEGRA 92-01  ,166.08,136.1856,119.843328,107.8589952,107.8589952,215.7179904,194.1461914,183.3602918,177.8594831,176.0258802,174.1922772,165.0242627,,,
441,39031C,11625,,,,IC115,,,,UF118,C1035,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA 91-95 ALTIMA 93-96 240SX 91-94 PULSAR 91-93,168.86,138.4652,121.849376,109.6644384,109.6644384,219.3288768,197.3959891,186.4295453,180.8366589,178.9723635,177.108068,167.7865908,,,
442,39032C,BOBNS014,,,,,,,,UF591,C1564,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA%%% TIDA 2.5L  07-09 XTRAIL 2.5L 08-09,338.31,277.4142,244.124496,219.7120464,219.7120464,439.4240928,395.4816835,373.5104789,362.3051645,358.5700597,354.8349549,336.159431,,,
443,39033C,11787,,,,IC126,,,,UF349,C1406,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,FRONTIER%%% XTERRA 05-09 ALTIMA 02-06 MAXIMA 02-08 ARMADA 05-06 MURANO 03-07 PATHFINDER 03-09,365.96,300.0872,264.076736,237.6690624,237.6690624,475.3381248,427.8043123,404.0374061,391.9162839,387.8759098,383.8355358,363.6336655,,,
444,39034C,2943,,,,IC113,,,,UF66,C857,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,PATHFINDER 87-89%%% MAXIMA 87-88 PICK UP D21 86-89 ,169.15,138.703,122.05864,109.852776,109.852776,219.705552,197.7349968,186.7497192,181.1472276,179.2797304,177.4122332,168.0747473,,,
445,39035C,2948,,,,IC114,,,,UF38,C933,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,TSURU III PICK UP D21 90-96 VILLAGER 93-98 PATHFINDER 90-95 MAXIMA%%% SENTRA 89-94,153.79,126.1078,110.974864,99.8773776,99.8773776,199.7547552,179.7792797,169.7915419,164.6977957,162.9998802,161.3019648,152.8123877,,,
446,39036C,34593,,,,IC124,,,,UF326,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA 1.8L 00-01 ,360.92,295.9544,260.439872,234.3958848,234.3958848,468.7917696,421.9125926,398.4730042,386.518814,382.534084,378.549354,358.6257037,,,
