ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA,PRECIO DE COMPRA,,,,A                    0%,B                    10%,C                   15%,D                    17.55%,E                    18.4%,F                    19.25%,G                    23.5%,PRECIO PROMOCION,PRECIO PROMOCION,CONDICION DE COMPRA
447,39037C,12960,,,,IC123,,,,UF350,C1398,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA %%% ALTIMA 2.0L  02-06 X-TRAIL  2.5L 02-07,352.06,288.6892,254.046496,228.6418464,228.6418464,457.2836928,411.5553235,388.6911389,377.0304047,373.1434933,369.2565819,349.822025,,,
448,39038C,9449,22433-F4302 / CM1T-227,,,IC116,,,,,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,TSURU III 97-06 16 VALVULAS CM1T-227 TSUBAME 95-05 SENTRA 96-00,119.9,98.318,86.51984,77.867856,77.867856,155.735712,140.1621408,132.3753552,128.4040945,127.080341,125.7565874,119.1378197,,,
449,39039C,9920,7700875000,,,IC117,,,,,C1419,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,PLATINA 02-08 RENAULT CLIO MEGANE SCENIC 02-08 KANGOO 04-09,191.21,156.7922,137.977136,124.1794224,124.1794224,248.3588448,223.5229603,211.1050181,204.7718675,202.6608174,200.5497672,189.9945163,,,
450,39040C,8260,377905105D,,,IC54,,,,,,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA, POINTER%%% POINTER PICK UP 1.8L 98-06,159.92,131.1344,115.398272,103.8584448,103.8584448,207.7168896,186.9452006,176.5593562,171.2625755,169.4969819,167.7313884,158.9034205,,,
451,39041C,11575,,,,IC52,,,,UF277,C1319,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA, JETTA A4 2.0L  SEAT  CORDOBA%%% TOLEDO 2.0 L  TORRES DISPAREJAS,550.54,451.4428,397.269664,357.5426976,357.5426976,715.0853952,643.5768557,607.8225859,589.5879083,583.5096825,577.4314566,547.0403273,,,
452,39042C,2934,,,,IC37,,,,UF96,C1078,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA, JETTA A3%%% SEDAN C/CABLE Y MODULO TIPO PRESTOLITE TRN-104B 92-95,299.88,245.9016,216.393408,194.7540672,194.7540672,389.5081344,350.557321,331.0819142,321.1494568,317.8386377,314.5278185,297.9737228,,,
453,39043C,8539,,,,IC36,,,,UF364,C1076,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA,SEDAN 96-03 JETTA GOLF 1.8L 96-99 DERBY 95-06 EUROVAN 02-03 PASSAT 95-96,274.72,225.2704,198.237952,178.4141568,178.4141568,356.8283136,321.1454822,303.3040666,294.2049446,291.1719039,288.1388632,272.9736599,,,
454,39044C,11626,,,,IC53,,,,UF411,C1394,,,,,,,,,,,,,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA,JETTA A4%%% BEETLE 1.8L 01-05 GOLF 00-05 PASSAT 02-06 SEAT 1.8L AUDI A4 01-06  TT 01-06,304.47,249.6654,219.705552,197.7349968,197.7349968,395.4699936,355.9229942,336.1494946,326.0650097,322.7035148,319.3420198,302.5345451,,,
455,37343C,4904,,,,,,,,AC10,AC300,8466,,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,SPIRIT%%% SHADOW 89-95 LEBARON 86-95 STRATUS 95-97 CARAVAN 88-97 DAKOTA 89-96,115.17,94.4394,83.106672,74.7960048,74.7960048,149.5920096,134.6328086,127.1532082,123.3386119,122.0670798,120.7955478,114.4378873,,,
456,37344C,4905,,,,,,,,AC68,AC305,8420,,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,DAKOTA%%% RAM CHARGER%%% RAM PICK UP 92-03 DURANGO 98-03 GRAND CHEROKEE 93-98 ,115.56,94.7592,83.388096,75.0492864,75.0492864,150.0985728,135.0887155,127.5837869,123.7562733,122.4804354,121.2045975,114.8254082,,,
457,37345C,13578,,,,,,,,AC163,AC314,8463,,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,VOYAGER%%% CARAVAN 98-02 STRATUS 98-00 ,139.82,114.6524,100.894112,90.8047008,90.8047008,181.6094016,163.4484614,154.3679914,149.7369516,148.1932717,146.6495918,138.9311922,,,
458,37346C,11302,,,,,,,,AC176,AC327,8432 [USA],,,,,,,,,,,,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,DAKOTA 99-02 JEEP CHEROKEE 98-01 WRANGLER%%% GRAND CHEROKEE 98-04,165.09,135.3738,119.128944,107.2160496,107.2160496,214.4320992,192.9888893,182.2672843,176.7992658,174.9765929,173.1539201,164.0405559,,,
459,37342C,4929,,,,,,,,AC160,AC138,8454,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,CAVALIER%%% SUNFIRE 96-02 PICK UP S10%%% S15 98-03 MALIBU 97-99,139.93,114.7426,100.973488,90.8761392,90.8761392,181.7522784,163.5770506,154.4894366,149.8547535,148.3098592,146.7649648,139.040493,,,
460,37347C,4927,,,,,,,,AC64,AC132,8449,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,CAVALIER  2.2L Y 2.4L 93-97 PICK UP S-10 Y S-15 94-97 SUNFIRE 95-97 ISUZU HOMBRE 96-97,114.58,93.9556,82.680928,74.4128352,74.4128352,148.8256704,133.9431034,126.5018198,122.7067652,121.441747,120.1767288,113.8516379,,,
461,37348C,13573,,,,,,,,AC147,AC142,8456,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,PICK UPS SILVERADO %%% VAN EXPRESS 96-07 ASTRO%%%SAFARI 96-04 SUBURBAN%%%YUKON 96-00,134.17,110.0194,96.817072,87.1353648,87.1353648,174.2707296,156.8436566,148.1301202,143.6862166,142.2049154,140.7236142,133.3171081,,,
462,37349C,4924,,,,,,,,AC5,AC107,8442,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA, CAVALIER%%% CUTLASS 87-94 CAMARO 87-95 MALIBU 97-03 VENTURE 97-05 GRAND AM 94-05,113.9,93.398,82.19024,73.971216,73.971216,147.942432,133.1481888,125.7510672,121.9785352,120.7210245,119.4635138,113.1759605,,,
463,37350C,4925,,,,,,,,AC15,AC106,8441,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA, CHEVY 1.6L 97-2001  PICKUP S-10 Y S-15 87-93 ASTRO%%% GRAND AM 87-93 ,114.78,94.1196,82.825248,74.5427232,74.5427232,149.0854464,134.1769018,126.7226294,122.9209506,121.6537243,120.386498,114.0503665,,,
464,37351C,4930,,,,,,,,AC121,AC144,8448,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA, CHEVY 94-01 BLAZER%%% JIMMY%%% PICKUP S-10%%% ASTRO 1992  ,115.9,95.038,83.63344,75.270096,75.270096,150.540192,135.4861728,127.9591632,124.1203883,122.8407967,121.561205,115.1632469,,,
465,37352C,4923,,,,,,,,AC1,AC102,8437,,,,,,,,,,,,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,PICK UPS%%% VANS TBI 85-96 CAMARO%%% ASTRO 85-92 ,127.32,104.4024,91.874112,82.6867008,82.6867008,165.3734016,148.8360614,140.5673914,136.3503696,134.9446957,133.5390218,126.5106522,,,
466,39265C,39264,,,,,,,,,,,,,,,,,,,,,,,SENSOR MAF,SENSORES,NISSAN,INJEKTION,CIOSA,SENSOR MAF NISSAN SENTRA 03-06 1.8L CON RESISTENCIA TERMICA,572.52,469.4664,413.130432,371.8173888,371.8173888,743.6347776,669.2712998,632.089561,613.1268741,606.8059785,600.4850829,568.8806049,,,
467,39266C,11932,,,,,,,,,,,,,,,,,,,,,,,SENSOR MAF,SENSORES,NISSAN,INJEKTION,CIOSA,SENSOR MAF NISSAN SENTRA 1.8L 02-03 SIN RESISTENCIA,566.61,464.6202,408.865776,367.9791984,367.9791984,735.9583968,662.3625571,625.5646373,606.7976982,600.5420518,594.2864054,563.0081736,,,
468,39969C,11525,50102602Y,,,,,,,,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,NISSAN,INJEKTION,CIOSA,INYECTOR NISSAN PLATINA RENAULT CLIO 1.6 01-05,466,382.12,336.2656,302.63904,302.63904,605.27808,544.750272,514.486368,499.051777,493.9069133,488.7620496,463.0377312,,,
469,39968C,12245,50100802Y,,,,,,,,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,VW/AUDI/SEAT,INJEKTION,CIOSA,INYECTOR VW POINTER%%% PICK UP 1.6%%% 1.8L 98-,395.4,324.228,285.32064,256.788576,256.788576,513.577152,462.2194368,436.5405792,423.4443618,419.078956,414.7135502,392.8865213,,,
470,36089C,,,,,,,,,,,,IBR852,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR BOSCH VW GOLF%%% JETTA%%% BEETLE 70/90A (112mm) IBR852,252.42,206.9844,182.146272,182.146272,182.146272,364.292544,327.8632896,309.6486624,300.3592025,297.2627159,294.1662293,278.6837962,,,
471,36091C,,,,,,,,,,,,IBR594,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR BOSCH VW SEDAN 1600I 55A (88MM) IB,196.67,161.2694,141.917072,141.917072,141.917072,283.834144,255.4507296,241.2590224,234.0212517,231.6086615,229.1960713,217.1331202,,,
472,36102C,,,,,,,,,,,,FR1070,31-200,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 1G HERRADURA ALAMBRE FR1070,94.67,77.6294,68.313872,68.313872,68.313872,136.627744,122.9649696,116.1335824,112.6495749,111.4882391,110.3269033,104.5202242,,,
473,36103C,,,,,,,,,,,,FR192,31-203-3,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 2G 75A FR192 RENARD,132.37,108.5434,95.518192,95.518192,95.518192,191.036384,171.9327456,162.3809264,157.5094986,155.8856893,154.2618801,146.1428338,,,
474,36104C,,,,,,,,,,,,FR202,31-208,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 3G 115/130A (144mm) FR202,260.58,213.6756,188.034528,188.034528,188.034528,376.069056,338.4621504,319.6586976,310.0689367,306.8723497,303.6757627,287.6928278,,,
475,36105C,,,,,,,,,,,,FR201,31-207-1,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 3G 75/95A (133mm) FR201,262.32,215.1024,189.290112,189.290112,189.290112,378.580224,340.7222016,321.7931904,312.1393947,308.9214628,305.7035309,289.6138714,,,
476,36120C,,,,,,,,,,,,IHR738,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR HITACHI NISSAN FRONTIER%%% X-TERRA (114mm) IHR738,208.46,170.9372,150.424736,150.424736,150.424736,300.849472,270.7645248,255.7220512,248.0503897,245.4931692,242.9359486,230.1498461,,,
477,36132C,,,,,,,,,,,,IHR710,31-8107,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR HITACHI NISSAN%%% SUBARU (111mm) IHR710,138.97,113.9554,100.280752,100.280752,100.280752,200.561504,180.5053536,170.4772784,165.36296,163.6581873,161.9534145,153.4295506,,,
478,36159C,,,,,,,,,,,,INR403P, 31-8208,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER%%% DODGE%%% JEEP%%% TOYOTA 117A (103mm) INR403P,230.2,188.764,166.11232,166.11232,166.11232,332.22464,299.002176,282.390944,273.9192157,271.0953062,268.2713968,254.1518496,,,
479,36160C,,,,,,,,,,,,INR728P,31-8207,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER%%% DODGE%%% PLYMOUTH (113mm) INR728,265.08,217.3656,191.281728,191.281728,191.281728,382.563456,344.3071104,325.1789376,315.4235695,312.1717801,308.9199907,292.6610438,,,
480,36161C,,,,,,,,,,,,INR727P,31-8204,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER%%% DODGE%%% TOYOTA 90A (100mm) INR727,260.04,213.2328,187.644864,187.644864,187.644864,375.289728,337.7607552,318.9962688,309.4263807,306.236418,303.0464554,287.0966419,,,
481,36164C,,,,,,,,,,,,INR421,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO DODGE%%% JEEP%%% CHRYSLER%%% LEXUS%%% (117mm) INR421,293.18,240.4076,211.558688,211.558688,211.558688,423.117376,380.8056384,359.6497696,348.8602765,345.2637788,341.6672811,323.6847926,,,
482,36167C,,,,,,,,,,,,INR422,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,TOYOTA,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO TOYOTA (117mm) 130A INR422,302.71,248.2222,218.435536,218.435536,218.435536,436.871072,393.1839648,371.3404112,360.2001989,356.4867948,352.7733906,334.2063701,,,
483,36332C,,,,,,,,,,,,DR4000,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO CS130 Y CS121 LINEA CHEVROLET DR4000,132.89,108.9698,95.893424,95.893424,95.893424,191.786848,172.6081632,163.0188208,158.1282562,156.498068,154.8678798,146.7169387,,,
484,36333C,,,,,,,,,,,,DR4200,31-133,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO CS130D CHEVROLET%%% HONDA%%% ACURA DR4200,144.03,118.1046,103.932048,103.932048,103.932048,207.864096,187.0776864,176.6844816,171.3839472,169.6171023,167.8502575,159.0160334,,,
485,36334C,,,,,,,,,,,,DR5040,31-101,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO PEINE 10SI DR5040,81.64,66.9448,58.911424,58.911424,58.911424,117.822848,106.0405632,100.1494208,97.14493818,96.14344397,95.14194976,90.13447872,,,
486,36336C,,,,,,,,,,,,DR5173,,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO PEINE 21SI%%% 22SI%%% 23SI%%% 33SI%%%,154.62,126.7884,111.573792,111.573792,111.573792,223.147584,200.8328256,189.6754464,183.985183,182.0884285,180.1916741,170.7079018,,,
487,36346C,,,,,,,,,,,,IMR6540,31-8317,,,,,,,,,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR MITSUBISHI CLARK%%% SUBARU (65mm) IZQ. IMR6540,210.4,172.528,151.82464,151.82464,151.82464,303.64928,273.284352,258.101888,250.3588314,247.7778125,245.1967936,232.2916992,,,
488,36172C,,,,,,,,,,,,IB370%%% ,35-9102,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH FORD%%% CHEVROLET%%% NISSAN%%% VW%%% VOLVO IB370,54.83,44.9606,39.565328,39.565328,39.565328,79.130656,71.2175904,67.2610576,65.24322587,64.5706153,63.89800472,60.53495184,,,
489,36173C,,,,,,,,,,,,IB225%%% D7056 ,,F00M145350,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH GOLF%%% JETTA A4%%% TRANSPORTER%%% MERCEDES BENZ%%% JOHN DEERE IB225,194.87,159.7934,140.618192,140.618192,140.618192,281.236384,253.1127456,239.0509264,231.8793986,229.4888893,227.0983801,215.1458338,,,
490,36175C,,,,,,,,,,,,IB501,,9190041002,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH NISSAN TSURU III 93-98 %%% PICK UP D21 IB501,87.92,72.0944,63.443072,63.443072,63.443072,126.886144,114.1975296,107.8532224,104.6176257,103.5390935,102.4605613,97.06790016,,,
491,36177C,,,,,,,,,,,,IB387,35-9109,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH VW GOLF%%% JETTA 120A IB387,84.75,69.495,61.1556,61.1556,61.1556,122.3112,110.08008,103.96452,100.8455844,99.8059392,98.766294,93.568068,,,
492,36178C,,,,,,,,,,,,IB385,35-9108,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH VW GOLF%%% JETTA 90A IB385,87.47,71.7254,63.118352,63.118352,63.118352,126.236704,113.6130336,107.3011984,104.0821624,103.0091505,101.9361385,96.57107856,,,
493,36179C,,,,,,,,,,,,D101,,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO 10SI%%% 12SI%%% 15SI%%% 17SI%%% 27SI 12V D101,32.15,26.363,23.19944,23.19944,23.19944,46.39888,41.758992,39.439048,38.25587656,37.86148608,37.4670956,35.4951432,,,
494,36180C,,,,,,,,,,,,D104HD,35-106,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO 10SI%%% 20SI%%% 21SI%%% 22SI%%% 23SI%%% 33SI%%% 34SI 24V C/TORNILLO DH104HD,64.27,52.7014,46.377232,46.377232,46.377232,92.754464,83.4790176,78.8412944,76.47605557,75.68764262,74.89922968,70.95716496,,,
495,36181C,,,,,,,,,,,,D27,35-103,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO 10SI%%% 20SI%%% 27SI%%% 29SI%%% 30SI%%% 40SI 12V C/TORNILLO,39.6,32.472,28.57536,28.57536,28.57536,57.15072,51.435648,48.578112,47.12076864,46.63498752,46.1492064,43.7203008,,,
496,36186C,,,,,,,,,,,,DE701,35-152,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO CS130D CHEVY/MONZA 105A DE701,91.55,75.071,66.06248,66.06248,66.06248,132.12496,118.912464,112.306216,108.9370295,107.8139674,106.6909052,101.0755944,,,
497,36187C,,,,,,,,,,,,D702,35-132,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO CS130D LINEA CHEVROLET D702,92.45,75.809,66.71192,66.71192,66.71192,133.42384,120.081456,113.410264,110.0079561,108.8738534,107.7397508,102.0692376,,,
498,36188C,,,,,,,,,,,,F784,35-202,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 2G NEGRO F784,75.55,61.951,54.51688,54.51688,54.51688,109.03376,98.130384,92.678696,89.89833512,88.97154816,88.0447612,83.4108264,,,
499,36189C,,,,,,,,,,,,F794HD,35-204,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G ESCORT%%% EXPLORER%%% RANGER F794B,94.25,77.285,68.0108,68.0108,68.0108,136.0216,122.41944,115.61836,112.1498092,110.9936256,109.837442,104.056524,,,
500,36191C,,,,,,,,,,,,F795 ,35-207,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G BLANCO F795,132.02,108.2564,95.265632,95.265632,95.265632,190.531264,171.4781376,161.9515744,157.0930272,155.4735114,153.8539957,145.756417,,,
501,36193C,,,,,,,,,,,,F794,35-204,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G GRIS 90A F794,74.7,61.254,53.90352,53.90352,53.90352,107.80704,97.026336,91.635984,88.88690448,87.97054464,87.0541848,82.4723856,,,
502,36195C,,,,,,,,,,,,F798,35-210,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 4G GRIS F798,170.4,139.728,122.96064,122.96064,122.96064,245.92128,221.329152,209.033088,202.7620954,200.6717645,198.5814336,188.1297792,,,
503,36196C,,,,,,,,,,,,F796,35-208,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 4G NEGRO F796,165,135.3,119.064,119.064,119.064,238.128,214.3152,202.4088,196.336536,194.312448,192.28836,182.16792,,,
504,36200C,,,,,,,,,,,,IH210,35-8100,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN 5 PUNTAS IH210,44.31,36.3342,31.974096,31.974096,31.974096,63.948192,57.5533728,54.3559632,52.7252843,52.18172467,51.63816504,48.92036688,,,
505,36201C,,,,,,,,,,,,IH738,,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN FRONTIER%%% SENTRA%%% ALTIMA%%% PATHFINDER IH738,187.61,153.8402,135.379376,135.379376,135.379376,270.758752,243.6828768,230.1449392,223.240591,220.9391416,218.6376922,207.1304453,,,
506,36206C,,,,,,,,,,,,IH782,35-8129,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN PATHFINDER 3.3L. XTERRA IH782,161.8,132.676,116.75488,116.75488,116.75488,233.50976,210.158784,198.483296,192.5287971,190.5439642,188.5591312,178.6349664,,,
507,36207C,,,,,,,,,,,,IH248,35-8116,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA 2.0L PATHFINDER 3.0L IH248,166.78,136.7596,120.348448,120.348448,120.348448,240.696896,216.6272064,204.5923616,198.4545908,196.4086671,194.3627435,184.1331254,,,
508,36208C,,,,,,,,,,,,IH762,35-8123,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA 2.4L PATHFINDER 3.0L IH762,100.6,82.492,72.59296,72.59296,72.59296,145.18592,130.667328,123.408032,119.705791,118.4717107,117.2376304,111.0672288,,,
509,36209C,,,,,,,,,,,,IH242,35-8104,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA IH242,138.97,113.9554,100.280752,100.280752,100.280752,200.561504,180.5053536,170.4772784,165.36296,163.6581873,161.9534145,153.4295506,,,
510,36210C,,,,,,,,,,,,IH761,35-8120,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN TSURU IH761,100.6,82.492,72.59296,72.59296,72.59296,145.18592,130.667328,123.408032,119.705791,118.4717107,117.2376304,111.0672288,,,
511,36351C,,,,,,,,,,,,IB391,35-9112,,,,,,,,,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH CHEVY LUV%%% MERCURY IB391,123.71,101.4422,89.269136,89.269136,89.269136,178.538272,160.6844448,151.7575312,147.2048053,145.68723,144.1696546,136.5817781,,,
512,10583C,,,,,,,,,,,,,,,,,,9005,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9005 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,62.53,51.2746,45.121648,45.121648,45.121648,90.243296,81.2189664,76.7068016,74.40559755,73.63852954,72.87146152,69.03612144,,,
513,10585C,,,,,,,,,,,,,,,,,,9006,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9006 VOLTAGE 12V WATAGE 80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,62.53,51.2746,45.121648,45.121648,45.121648,90.243296,81.2189664,76.7068016,74.40559755,73.63852954,72.87146152,69.03612144,,,
514,10591C,,,,,,,,,,,,,,,,,,H3,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H3 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,39.2,32.144,28.28672,28.28672,28.28672,56.57344,50.916096,48.087424,46.64480128,46.16392704,45.6830528,43.2786816,,,
515,10593C,,,,,,,,,,,,,,,,,,H4,BLISTER 2 PZAS,XENON,SUPER BLANCO,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H4 P43T VOLTAGE 12V WATAGE 100/80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,96.67,79.2694,69.757072,69.757072,69.757072,139.514144,125.5627296,118.5870224,115.0294117,113.8435415,112.6576713,106.7283202,,,
